CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn
922,54,Male,1,118.96,Month-to-Month,,1324.18,Yes,Yes
759,56,Female,6,113.62,Two-Year,,1481.34,Yes,Yes
9165,31,Female,98,66.53,One-Year,DSL,6519.94,No,No
524,50,Male,8,72.96,Month-to-Month,Fiber Optic,583.68,No,Yes
23,49,Male,10,48.95,One-Year,DSL,1380.08,Yes,Yes
138,45,Female,10,76.3,One-Year,DSL,1303.8,Yes,Yes
685,44,Female,16,66.02,One-Year,DSL,904.0,Yes,Yes
604,58,Female,0,106.02,Two-Year,Fiber Optic,0.0,Yes,Yes
305,56,Male,9,65.73,Two-Year,,956.52,No,Yes
325,34,Male,9,71.97,Month-to-Month,DSL,3060.12,Yes,Yes
61,40,Female,46,92.65,Month-to-Month,DSL,4261.900000000001,Yes,Yes
9067,34,Female,117,54.24,One-Year,,6346.08,Yes,No
672,24,Male,16,33.62,One-Year,DSL,537.92,Yes,No
93,37,Female,24,33.51,Month-to-Month,Fiber Optic,804.24,Yes,Yes
667,42,Female,8,32.58,Month-to-Month,Fiber Optic,260.64,No,Yes
542,39,Female,12,31.88,Month-to-Month,DSL,656.48,Yes,Yes
281,46,Male,77,47.56,Month-to-Month,Fiber Optic,3662.12,No,Yes
502,48,Male,9,35.0,Two-Year,DSL,89.35,Yes,Yes
360,36,Female,10,48.4,Month-to-Month,DSL,484.0,Yes,Yes
900,36,Male,14,46.8,One-Year,DSL,655.1999999999999,Yes,No
923,51,Male,2,53.08,Month-to-Month,,3662.12,No,Yes
226,43,Female,17,82.26,Two-Year,DSL,1250.34,No,Yes
485,51,Female,19,102.76,Two-Year,DSL,2688.88,No,Yes
761,39,Male,18,103.65,Month-to-Month,Fiber Optic,1865.7,No,Yes
461,37,Male,7,97.52,Two-Year,Fiber Optic,2163.9,No,Yes
682,56,Female,9,50.39,One-Year,Fiber Optic,838.5,Yes,Yes
43,43,Male,2,83.74,Month-to-Month,,167.48,No,Yes
964,60,Female,20,36.93,Month-to-Month,DSL,2324.25,No,Yes
205,31,Female,35,55.79,One-Year,Fiber Optic,1952.65,Yes,No
975,46,Male,17,59.82,Month-to-Month,Fiber Optic,650.44,Yes,Yes
57,46,Male,5,72.09,Two-Year,DSL,7585.28,Yes,Yes
69,48,Female,17,114.52,Month-to-Month,Fiber Optic,1946.84,Yes,Yes
817,60,Male,9,77.29,Two-Year,DSL,5532.78,No,Yes
621,58,Female,9,113.84,One-Year,Fiber Optic,1297.6,No,Yes
145,55,Female,24,73.56,Month-to-Month,Fiber Optic,436.56,No,Yes
138,41,Female,6,69.81,Two-Year,DSL,418.86,Yes,Yes
797,44,Male,10,73.07,Two-Year,Fiber Optic,730.6999999999999,Yes,Yes
718,38,Female,11,41.29,Month-to-Month,Fiber Optic,2293.92,Yes,Yes
262,45,Female,8,35.56,Month-to-Month,Fiber Optic,1027.4,No,Yes
759,36,Female,21,100.16,Month-to-Month,,2103.36,No,Yes
542,33,Male,0,40.68,Month-to-Month,Fiber Optic,0.0,Yes,Yes
224,49,Female,3,108.67,Month-to-Month,Fiber Optic,415.14,No,Yes
9100,37,Female,56,43.5,One-Year,DSL,2436.0,Yes,No
166,49,Female,42,44.06,One-Year,DSL,1850.52,Yes,No
249,62,Female,1,107.82,Month-to-Month,Fiber Optic,107.82,Yes,Yes
317,38,Male,24,49.34,Two-Year,,281.61,No,Yes
95,38,Female,27,47.55,One-Year,DSL,2460.26,Yes,Yes
447,48,Female,4,98.13,Month-to-Month,,392.52,No,Yes
51,36,Male,2,95.05,One-Year,Fiber Optic,35.13,No,Yes
624,52,Female,2,111.39,Month-to-Month,DSL,1960.86,No,Yes
152,57,Male,5,105.15,Month-to-Month,Fiber Optic,570.99,Yes,Yes
28,32,Female,4,57.76,Month-to-Month,,682.99,Yes,Yes
9247,44,Female,70,43.89,One-Year,DSL,3072.3,Yes,No
989,24,Female,44,102.51,One-Year,,655.2,Yes,Yes
435,60,Male,27,43.54,Month-to-Month,,1175.58,No,Yes
385,59,Female,11,87.03,One-Year,DSL,235.56,Yes,Yes
578,52,Female,10,104.46,Month-to-Month,,1044.6,No,Yes
566,53,Female,34,111.71,Month-to-Month,,526.1,No,No
9059,64,Female,117,49.33,One-Year,DSL,5771.61,Yes,No
350,46,Female,2,89.58,One-Year,,972.51,No,Yes
492,34,Female,2,80.93,Month-to-Month,DSL,2460.26,No,Yes
763,70,Female,1,110.09,One-Year,,110.09,No,Yes
389,54,Male,8,90.97,One-Year,DSL,727.76,Yes,Yes
236,51,Female,35,101.85,Month-to-Month,DSL,3564.75,No,Yes
995,29,Female,41,93.19,One-Year,Fiber Optic,96.8,No,Yes
950,53,Male,2,92.65,Month-to-Month,DSL,900.66,No,Yes
268,30,Male,1,67.67,Month-to-Month,DSL,67.67,Yes,Yes
771,52,Male,0,41.34,Month-to-Month,Fiber Optic,0.0,Yes,Yes
662,35,Female,13,68.35,One-Year,Fiber Optic,1178.76,No,Yes
438,31,Male,63,75.14,Two-Year,Fiber Optic,4733.82,Yes,No
674,41,Male,13,65.79,Month-to-Month,,855.2700000000001,No,Yes
250,49,Female,13,43.94,Two-Year,DSL,571.22,Yes,No
392,60,Female,20,46.36,Month-to-Month,DSL,0.0,No,Yes
904,27,Female,17,42.87,Two-Year,Fiber Optic,146.78,No,Yes
905,39,Male,10,106.26,Month-to-Month,Fiber Optic,588.96,Yes,Yes
510,45,Male,22,84.64,Month-to-Month,DSL,713.16,No,Yes
991,47,Male,41,94.44,Two-Year,DSL,4170.6,No,Yes
421,50,Female,0,105.43,Month-to-Month,,349.5,No,Yes
9057,67,Female,65,62.02,One-Year,DSL,4031.3,Yes,No
449,39,Male,19,30.62,Month-to-Month,DSL,581.78,Yes,Yes
375,53,Female,33,106.6,Two-Year,DSL,883.8,Yes,Yes
717,46,Female,7,92.74,One-Year,,649.18,No,Yes
329,37,Male,1,89.13,Month-to-Month,Fiber Optic,624.54,No,Yes
650,38,Female,4,75.5,Month-to-Month,DSL,2748.6,Yes,Yes
950,40,Male,9,54.78,Month-to-Month,Fiber Optic,1742.26,Yes,Yes
573,29,Female,9,38.31,Two-Year,DSL,86.05,Yes,Yes
608,54,Male,15,81.12,Month-to-Month,Fiber Optic,2755.4,Yes,No
13,63,Female,28,40.68,One-Year,DSL,637.13,No,No
83,59,Male,11,37.95,Month-to-Month,,417.4500000000001,No,Yes
205,29,Male,27,69.87,Month-to-Month,DSL,2584.45,Yes,Yes
598,53,Male,14,90.55,Month-to-Month,Fiber Optic,8488.76,Yes,Yes
240,69,Male,11,83.41,One-Year,,1199.0,Yes,Yes
581,44,Male,38,54.83,One-Year,,3543.54,No,Yes
787,42,Male,6,38.31,Month-to-Month,Fiber Optic,1048.32,No,Yes
476,42,Female,6,111.22,Month-to-Month,,667.3199999999999,No,Yes
518,35,Male,3,85.26,One-Year,DSL,255.78000000000003,No,Yes
405,40,Female,14,85.03,Month-to-Month,DSL,1190.42,Yes,Yes
385,37,Male,6,97.57,Month-to-Month,DSL,585.42,Yes,Yes
768,43,Female,10,38.55,One-Year,DSL,161.42,Yes,Yes
146,48,Male,12,63.5,One-Year,Fiber Optic,37.45,Yes,Yes
726,55,Female,24,37.45,One-Year,DSL,464.92,No,Yes
9188,65,Female,108,61.68,Two-Year,DSL,6661.44,Yes,No
689,52,Male,15,103.56,One-Year,DSL,1553.4,No,Yes
801,51,Female,6,84.87,One-Year,,836.97,Yes,Yes
63,33,Male,15,103.96,One-Year,,1559.4,No,Yes
853,38,Female,30,95.6,One-Year,Fiber Optic,2868.0,Yes,No
9069,40,Male,27,52.71,Two-Year,DSL,1423.17,Yes,No
705,59,Female,3,107.8,Month-to-Month,,834.6,Yes,Yes
148,49,Female,49,59.27,One-Year,Fiber Optic,1509.25,Yes,No
224,28,Female,25,48.97,Month-to-Month,Fiber Optic,1224.25,Yes,Yes
898,29,Female,15,46.36,Month-to-Month,,1391.94,No,Yes
374,54,Female,7,70.41,One-Year,,492.87,No,Yes
556,64,Female,6,110.61,Month-to-Month,DSL,0.0,No,Yes
362,60,Female,26,102.6,One-Year,DSL,282.9,No,Yes
9199,62,Female,67,68.55,Two-Year,Fiber Optic,4592.85,Yes,No
221,36,Male,20,62.44,Month-to-Month,,345.25,No,Yes
888,41,Male,52,90.11,Two-Year,DSL,461.88,No,Yes
10,50,Female,10,61.55,Month-to-Month,Fiber Optic,615.5,Yes,Yes
557,59,Male,18,89.31,One-Year,Fiber Optic,247.44,No,Yes
815,42,Male,0,44.8,Month-to-Month,DSL,2552.87,No,Yes
367,43,Male,32,100.18,Month-to-Month,,995.4,Yes,Yes
709,24,Male,16,43.43,Two-Year,DSL,694.88,Yes,No
256,40,Female,2,42.34,Month-to-Month,Fiber Optic,84.68,Yes,Yes
971,42,Female,6,46.14,One-Year,Fiber Optic,225.66,Yes,Yes
390,39,Female,0,80.92,Month-to-Month,,0.0,No,Yes
151,50,Female,8,48.93,Two-Year,Fiber Optic,38.58,No,Yes
925,56,Female,14,57.7,Month-to-Month,,807.8000000000001,No,Yes
565,39,Female,9,92.31,Month-to-Month,Fiber Optic,1124.55,Yes,Yes
695,33,Male,4,93.16,Two-Year,,1599.14,Yes,Yes
841,49,Male,26,63.26,Month-to-Month,DSL,1950.72,No,Yes
737,24,Female,31,64.45,One-Year,,876.66,Yes,Yes
6,56,Female,25,92.02,One-Year,Fiber Optic,1339.2,Yes,Yes
514,60,Female,13,94.48,Month-to-Month,Fiber Optic,1332.24,No,Yes
740,55,Male,6,118.96,Month-to-Month,DSL,713.76,No,Yes
41,52,Male,12,111.74,One-Year,Fiber Optic,1340.88,Yes,Yes
869,51,Male,1,84.64,Month-to-Month,DSL,84.64,No,Yes
540,39,Female,50,57.3,Month-to-Month,Fiber Optic,2865.0,Yes,Yes
9096,25,Male,37,38.25,One-Year,DSL,1415.25,No,No
998,54,Male,33,44.64,Month-to-Month,,623.2,Yes,Yes
433,37,Male,1,58.58,Month-to-Month,DSL,685.84,Yes,Yes
433,40,Male,2,77.23,One-Year,,2761.08,Yes,Yes
373,59,Male,26,32.25,One-Year,DSL,838.5,Yes,No
668,60,Male,76,82.49,One-Year,,6269.24,No,Yes
358,42,Male,1,45.36,Two-Year,Fiber Optic,45.36,Yes,Yes
968,63,Male,0,64.85,Month-to-Month,,0.0,No,Yes
144,53,Male,23,65.96,Month-to-Month,,286.92,No,Yes
879,32,Male,59,75.22,Month-to-Month,Fiber Optic,1376.76,No,No
471,42,Female,15,83.65,Two-Year,DSL,1254.75,No,Yes
876,58,Male,0,64.61,Two-Year,,1562.81,No,Yes
97,29,Male,12,61.94,Month-to-Month,Fiber Optic,146.98,Yes,Yes
616,34,Female,17,57.3,Month-to-Month,DSL,1089.72,Yes,Yes
182,50,Female,44,102.76,One-Year,Fiber Optic,6078.91,No,Yes
453,38,Male,19,68.91,Two-Year,DSL,2541.5,No,Yes
46,42,Female,9,98.79,One-Year,Fiber Optic,1058.76,No,Yes
421,47,Male,4,113.54,One-Year,,972.32,No,Yes
145,52,Female,24,78.63,Month-to-Month,DSL,458.57,Yes,Yes
200,51,Female,44,34.56,Month-to-Month,Fiber Optic,647.7,Yes,Yes
932,55,Male,10,52.61,Two-Year,DSL,180.3,No,Yes
9106,47,Male,28,69.85,One-Year,DSL,1955.8,Yes,No
80,25,Female,6,100.02,Month-to-Month,,600.12,No,Yes
173,46,Female,5,74.33,Month-to-Month,,146.98,No,No
815,55,Male,20,80.75,Two-Year,,1615.0,No,Yes
432,57,Male,5,73.61,One-Year,,1478.77,No,Yes
318,37,Female,35,47.09,Month-to-Month,Fiber Optic,403.0,Yes,Yes
493,41,Female,4,72.8,One-Year,,287.49,Yes,Yes
346,56,Male,6,65.27,One-Year,DSL,64.45,Yes,Yes
134,49,Female,43,82.82,One-Year,,3561.26,No,Yes
183,60,Male,5,97.66,Two-Year,,646.24,Yes,Yes
934,23,Male,5,47.09,One-Year,Fiber Optic,235.45,Yes,Yes
929,60,Male,3,82.48,Month-to-Month,DSL,247.44,No,Yes
824,41,Female,4,94.32,Month-to-Month,Fiber Optic,377.28,Yes,Yes
790,41,Male,78,39.72,Two-Year,Fiber Optic,583.68,No,Yes
550,49,Female,13,37.31,Month-to-Month,Fiber Optic,4089.6,Yes,Yes
505,38,Female,31,56.67,Month-to-Month,DSL,1756.77,Yes,Yes
9308,52,Male,50,66.83,Two-Year,,3341.5,Yes,No
896,51,Male,0,105.03,Two-Year,DSL,377.44,Yes,Yes
648,37,Female,68,65.36,Month-to-Month,Fiber Optic,3234.35,Yes,Yes
763,41,Female,24,78.23,Two-Year,DSL,126.52,Yes,Yes
490,42,Female,41,37.95,One-Year,Fiber Optic,1952.65,Yes,Yes
338,54,Female,67,104.09,One-Year,,1809.36,Yes,Yes
895,58,Male,7,97.81,Month-to-Month,Fiber Optic,684.6700000000001,Yes,Yes
829,40,Female,26,101.3,Two-Year,,2633.8,No,Yes
9257,56,Male,64,35.89,Two-Year,,2296.96,Yes,No
668,35,Female,6,86.04,One-Year,,1742.26,Yes,No
308,29,Female,2,98.41,Two-Year,,1675.8,No,No
163,44,Male,16,41.41,Month-to-Month,,315.09,Yes,Yes
18,30,Female,22,79.71,Two-Year,,2070.46,No,No
977,48,Female,83,44.52,One-Year,,208.26,No,Yes
653,42,Male,9,44.67,Two-Year,Fiber Optic,402.03,No,Yes
173,44,Female,12,105.36,Two-Year,,1264.32,No,Yes
39,31,Female,2,110.14,Month-to-Month,,220.28,No,Yes
9190,55,Female,108,36.87,One-Year,DSL,3981.96,Yes,No
714,48,Female,1,35.1,Month-to-Month,DSL,35.1,Yes,Yes
91,45,Female,9,51.91,Two-Year,Fiber Optic,467.19,Yes,Yes
9295,33,Male,112,64.18,One-Year,DSL,7188.16,No,No
395,51,Female,68,34.05,One-Year,,717.43,Yes,Yes
387,24,Female,4,50.04,Two-Year,,2926.3,Yes,Yes
323,42,Male,13,90.88,Two-Year,DSL,1610.64,Yes,Yes
864,38,Female,25,31.02,Two-Year,Fiber Optic,1322.96,No,Yes
891,28,Female,11,90.41,One-Year,DSL,2026.5,No,Yes
252,70,Female,15,85.26,Month-to-Month,DSL,353.4,Yes,Yes
217,37,Female,11,117.78,Month-to-Month,,1295.58,No,Yes
511,47,Female,28,68.81,Month-to-Month,Fiber Optic,1926.68,No,Yes
445,33,Female,4,59.42,One-Year,Fiber Optic,0.0,No,Yes
500,31,Male,18,89.28,Month-to-Month,,1607.04,No,Yes
21,36,Female,7,59.07,One-Year,,1424.2,No,Yes
971,53,Male,11,69.44,Month-to-Month,,1784.98,No,Yes
154,42,Male,13,99.77,One-Year,Fiber Optic,1407.56,No,Yes
490,52,Male,22,69.85,Month-to-Month,DSL,367.47,Yes,Yes
840,57,Male,44,68.24,Month-to-Month,Fiber Optic,1024.0,No,Yes
9037,26,Male,39,61.77,Two-Year,DSL,2409.03,Yes,No
682,28,Female,14,96.07,Month-to-Month,,560.64,No,Yes
119,25,Male,8,84.75,Month-to-Month,Fiber Optic,480.36,Yes,Yes
205,33,Female,40,47.09,Month-to-Month,DSL,2405.52,Yes,Yes
136,59,Male,105,47.15,Two-Year,DSL,296.37,Yes,Yes
577,36,Male,12,54.14,Month-to-Month,Fiber Optic,2770.47,Yes,Yes
462,39,Male,0,112.48,Month-to-Month,DSL,2169.64,No,No
954,21,Male,12,90.53,Month-to-Month,,70.86,No,Yes
906,37,Male,25,105.36,One-Year,Fiber Optic,522.88,No,No
686,41,Female,79,79.71,Month-to-Month,DSL,8419.58,No,Yes
930,36,Male,14,38.55,One-Year,DSL,713.2,No,Yes
784,44,Male,25,85.15,Two-Year,Fiber Optic,2105.5,Yes,Yes
954,59,Male,19,117.24,Month-to-Month,DSL,2227.56,No,Yes
646,37,Male,32,34.68,One-Year,,2847.95,No,Yes
751,35,Male,10,59.73,Month-to-Month,DSL,597.3,No,Yes
219,49,Female,12,110.06,Month-to-Month,DSL,334.26,Yes,Yes
235,66,Male,22,55.05,Month-to-Month,Fiber Optic,1211.1,Yes,Yes
733,49,Male,22,96.42,One-Year,,2121.24,No,Yes
9337,66,Female,35,66.88,Two-Year,DSL,2340.8,No,No
862,47,Male,26,93.19,One-Year,DSL,806.47,Yes,Yes
348,35,Female,0,106.22,One-Year,,1615.0,No,Yes
913,42,Male,0,82.36,One-Year,DSL,1027.95,Yes,Yes
627,47,Male,10,109.75,Month-to-Month,,712.6,Yes,Yes
267,45,Male,37,98.88,Two-Year,Fiber Optic,1483.72,Yes,Yes
464,25,Male,52,38.7,Month-to-Month,Fiber Optic,2293.92,No,Yes
580,54,Male,4,59.88,One-Year,DSL,1052.98,Yes,Yes
430,56,Female,14,89.08,Month-to-Month,DSL,614.4,No,Yes
626,48,Female,9,71.85,Month-to-Month,Fiber Optic,3201.64,No,Yes
152,44,Female,10,113.6,Month-to-Month,DSL,1567.28,No,Yes
160,42,Female,4,34.53,Month-to-Month,DSL,655.2,No,Yes
885,51,Male,2,66.24,Month-to-Month,Fiber Optic,132.48,Yes,Yes
144,46,Female,3,113.62,Month-to-Month,,340.86,No,Yes
9282,61,Male,70,54.87,Two-Year,,3840.9,Yes,No
851,38,Male,45,39.31,One-Year,Fiber Optic,1768.95,No,Yes
718,46,Male,8,47.41,One-Year,Fiber Optic,379.28,Yes,Yes
9170,54,Male,24,38.95,One-Year,Fiber Optic,934.8,Yes,No
327,56,Female,50,110.81,Month-to-Month,Fiber Optic,1196.26,No,Yes
265,42,Male,31,57.58,One-Year,Fiber Optic,1784.98,Yes,No
76,53,Male,37,83.58,Month-to-Month,Fiber Optic,3092.46,Yes,Yes
795,42,Female,37,59.82,Two-Year,,4747.21,No,No
396,40,Female,18,77.23,Month-to-Month,DSL,1390.14,Yes,Yes
68,44,Male,9,109.75,Two-Year,Fiber Optic,185.94,No,Yes
242,47,Female,24,37.31,Two-Year,Fiber Optic,1013.1,No,Yes
9125,69,Female,101,45.81,One-Year,Fiber Optic,4626.81,No,No
397,27,Male,0,99.77,Month-to-Month,Fiber Optic,0.0,Yes,Yes
32,45,Female,16,32.8,Month-to-Month,DSL,443.4,No,Yes
596,52,Male,5,64.01,One-Year,,630.77,No,Yes
511,53,Female,10,117.1,Month-to-Month,DSL,833.15,Yes,Yes
596,39,Male,23,77.82,Month-to-Month,Fiber Optic,1789.86,No,Yes
384,47,Male,49,83.41,One-Year,DSL,287.04,No,Yes
429,55,Female,26,99.55,One-Year,Fiber Optic,0.0,No,Yes
187,56,Male,5,102.49,Month-to-Month,DSL,1065.5,No,Yes
873,31,Female,28,58.34,Month-to-Month,DSL,1633.52,Yes,Yes
9248,62,Male,26,39.04,Two-Year,DSL,1015.04,No,No
435,44,Female,26,52.77,Two-Year,Fiber Optic,1264.32,No,Yes
123,41,Male,5,59.19,One-Year,Fiber Optic,834.6,No,Yes
37,47,Male,18,45.29,Month-to-Month,DSL,815.22,Yes,Yes
976,43,Male,9,111.74,Two-Year,Fiber Optic,559.44,Yes,Yes
745,21,Male,19,81.66,One-Year,,1162.48,No,No
487,35,Male,0,48.95,One-Year,Fiber Optic,227.24,Yes,Yes
412,50,Female,39,89.74,Month-to-Month,DSL,1483.72,No,Yes
978,20,Female,15,72.97,One-Year,Fiber Optic,1094.55,Yes,No
878,47,Male,25,97.34,Month-to-Month,Fiber Optic,4170.6,Yes,Yes
524,39,Male,20,82.7,Two-Year,,560.64,No,Yes
433,52,Female,23,31.46,Month-to-Month,DSL,1525.24,Yes,Yes
526,59,Male,5,56.62,Month-to-Month,Fiber Optic,1155.96,No,No
723,50,Female,57,81.9,Two-Year,,2261.44,Yes,Yes
676,37,Female,3,78.98,Two-Year,DSL,236.94,Yes,Yes
729,39,Male,1,90.58,Two-Year,DSL,90.58,Yes,Yes
413,29,Female,0,55.35,Two-Year,Fiber Optic,0.0,Yes,Yes
838,48,Male,2,58.07,One-Year,,37.4,No,Yes
757,46,Male,10,77.69,Month-to-Month,DSL,247.44,Yes,Yes
826,59,Female,5,77.29,Two-Year,DSL,386.4500000000001,Yes,Yes
617,46,Female,26,30.57,One-Year,,794.82,No,Yes
115,43,Male,23,67.01,Month-to-Month,Fiber Optic,1541.23,Yes,Yes
418,46,Male,9,86.04,One-Year,,774.36,No,Yes
341,30,Female,14,98.16,Month-to-Month,,356.16,Yes,Yes
616,45,Female,60,90.55,Two-Year,Fiber Optic,2868.0,Yes,Yes
9278,64,Female,28,39.63,Two-Year,DSL,1109.64,No,No
90,50,Male,17,109.13,One-Year,Fiber Optic,1855.21,Yes,Yes
361,61,Female,37,69.85,Two-Year,Fiber Optic,600.12,No,Yes
816,47,Female,22,42.9,Month-to-Month,Fiber Optic,776.4,Yes,Yes
754,55,Male,6,48.14,One-Year,,288.84000000000003,No,Yes
702,35,Female,1,44.52,Two-Year,Fiber Optic,0.0,No,Yes
588,52,Female,2,113.62,Month-to-Month,,612.9,No,Yes
12,40,Female,19,36.18,One-Year,Fiber Optic,687.42,Yes,No
363,29,Female,25,31.72,One-Year,Fiber Optic,5949.84,Yes,Yes
285,66,Male,2,73.49,Two-Year,DSL,146.98,No,Yes
427,47,Female,2,106.5,One-Year,Fiber Optic,356.16,Yes,Yes
472,47,Male,0,40.79,Two-Year,Fiber Optic,2026.5,No,Yes
104,62,Female,5,82.48,Month-to-Month,,1789.86,Yes,Yes
9128,41,Male,97,50.38,Two-Year,,4886.86,Yes,No
9127,39,Female,61,48.97,Two-Year,DSL,2987.17,Yes,No
347,28,Female,29,119.33,Month-to-Month,Fiber Optic,148.66,No,Yes
9024,35,Female,107,65.17,Two-Year,,6973.19,Yes,No
188,39,Female,29,33.61,One-Year,DSL,3316.5,No,Yes
425,47,Female,18,65.03,Two-Year,,1149.96,No,Yes
957,40,Female,14,39.09,Month-to-Month,Fiber Optic,467.19,Yes,Yes
499,37,Male,10,65.26,One-Year,Fiber Optic,417.9,Yes,Yes
995,48,Male,0,56.76,Month-to-Month,Fiber Optic,1058.76,Yes,Yes
852,39,Male,21,66.18,Two-Year,Fiber Optic,1389.7800000000002,Yes,No
455,36,Male,36,115.24,Month-to-Month,,287.49,No,Yes
896,51,Female,49,108.56,One-Year,Fiber Optic,5319.4400000000005,Yes,Yes
497,34,Female,16,83.54,Month-to-Month,,1336.64,No,Yes
123,65,Female,32,61.94,One-Year,Fiber Optic,647.7,No,Yes
311,36,Male,26,57.22,Month-to-Month,Fiber Optic,1559.4,No,Yes
336,43,Male,24,43.68,Month-to-Month,Fiber Optic,1048.32,Yes,Yes
516,52,Female,20,71.21,Two-Year,,1424.1999999999998,No,Yes
932,47,Female,34,57.76,Month-to-Month,Fiber Optic,191.55,No,Yes
993,53,Male,4,98.16,One-Year,Fiber Optic,1304.24,No,Yes
822,37,Female,7,60.72,Month-to-Month,Fiber Optic,0.0,No,Yes
9135,60,Female,54,43.47,Two-Year,,2347.38,Yes,No
9130,46,Female,41,28.91,Two-Year,,1185.31,No,No
692,26,Female,31,44.64,Two-Year,DSL,713.16,No,No
359,42,Female,7,69.81,One-Year,DSL,406.49,Yes,Yes
501,47,Male,40,45.06,One-Year,DSL,1013.1,Yes,Yes
931,56,Female,5,31.29,Two-Year,,581.9,No,Yes
872,42,Female,0,39.4,Month-to-Month,Fiber Optic,1945.99,Yes,Yes
357,44,Male,9,104.48,Month-to-Month,DSL,940.32,Yes,Yes
9181,26,Male,52,43.96,One-Year,,2285.92,No,No
462,55,Female,41,82.82,Month-to-Month,,2563.66,No,Yes
21,44,Male,0,116.53,One-Year,DSL,165.2,Yes,Yes
551,45,Male,30,117.4,Two-Year,DSL,3522.0,Yes,Yes
51,46,Female,2,98.16,Month-to-Month,Fiber Optic,6360.25,No,Yes
745,42,Female,10,38.09,One-Year,,1027.4,Yes,Yes
679,37,Female,13,77.83,Month-to-Month,,2336.84,No,Yes
788,27,Male,8,81.78,One-Year,DSL,877.5,No,Yes
180,51,Female,10,36.25,Month-to-Month,,1916.0,Yes,Yes
347,51,Female,4,66.22,Month-to-Month,Fiber Optic,70.2,No,No
958,49,Female,2,75.53,Month-to-Month,DSL,151.06,No,Yes
863,35,Male,5,94.44,Month-to-Month,Fiber Optic,893.1,Yes,No
455,41,Female,13,66.29,Month-to-Month,Fiber Optic,635.3,No,Yes
594,59,Female,18,62.83,Month-to-Month,Fiber Optic,0.0,No,Yes
772,33,Male,40,45.29,Month-to-Month,Fiber Optic,4226.04,Yes,No
534,42,Male,4,80.11,One-Year,,701.52,Yes,Yes
83,51,Female,11,39.02,Month-to-Month,Fiber Optic,472.23,No,Yes
997,62,Male,9,80.93,Month-to-Month,,728.3700000000001,No,Yes
781,34,Male,16,95.55,One-Year,DSL,429.2,Yes,Yes
154,47,Female,8,34.8,One-Year,DSL,278.4,Yes,Yes
9108,25,Male,68,52.28,Two-Year,,3555.04,No,No
918,39,Female,11,98.79,Month-to-Month,Fiber Optic,587.86,Yes,No
581,48,Female,13,45.14,One-Year,,586.82,No,Yes
558,41,Male,11,49.01,Two-Year,Fiber Optic,4272.2,No,Yes
704,30,Male,41,44.52,One-Year,DSL,1825.32,Yes,No
495,50,Male,1,109.75,Month-to-Month,,876.66,No,Yes
897,43,Female,61,75.0,One-Year,,4575.0,No,Yes
488,34,Female,31,104.39,Month-to-Month,DSL,3236.09,Yes,Yes
560,40,Male,14,36.91,Month-to-Month,,516.74,No,Yes
774,45,Female,22,57.76,Month-to-Month,,332.4,Yes,Yes
595,41,Male,36,114.46,Two-Year,Fiber Optic,304.8,Yes,Yes
330,48,Male,11,81.66,Two-Year,,0.0,No,Yes
513,42,Male,12,34.53,Month-to-Month,Fiber Optic,414.36,Yes,Yes
634,40,Male,9,40.83,Two-Year,,367.47,No,Yes
632,53,Male,41,69.79,Month-to-Month,DSL,571.5,No,Yes
320,37,Male,7,63.53,One-Year,,540.3,Yes,No
863,29,Male,11,55.61,One-Year,,571.5,No,Yes
976,39,Male,2,57.52,Month-to-Month,Fiber Optic,287.04,No,Yes
661,55,Female,24,56.4,Month-to-Month,,1850.52,Yes,Yes
621,28,Female,11,119.05,Month-to-Month,Fiber Optic,417.45,Yes,Yes
9132,30,Male,79,47.42,Two-Year,DSL,3746.18,Yes,No
117,44,Male,13,32.02,One-Year,,416.2600000000001,No,Yes
741,26,Male,11,117.96,One-Year,,1297.56,No,Yes
9084,63,Female,76,47.25,Two-Year,DSL,3591.0,No,No
684,51,Female,11,99.93,Month-to-Month,,2170.74,No,Yes
184,75,Male,0,99.25,Month-to-Month,Fiber Optic,2023.06,Yes,No
90,36,Male,2,34.75,Month-to-Month,,3271.2,Yes,Yes
831,31,Female,22,91.17,One-Year,Fiber Optic,2005.74,Yes,No
120,52,Female,66,80.96,Month-to-Month,Fiber Optic,5343.36,Yes,Yes
657,45,Female,25,117.72,Month-to-Month,,2943.0,No,Yes
9049,55,Female,41,50.06,Two-Year,Fiber Optic,2052.46,Yes,No
9281,44,Female,24,36.36,Two-Year,Fiber Optic,872.64,Yes,No
9269,39,Male,58,34.93,Two-Year,DSL,2025.94,Yes,No
636,28,Female,21,46.31,Month-to-Month,Fiber Optic,972.51,Yes,Yes
370,37,Female,6,69.44,One-Year,,416.64,No,Yes
269,40,Female,10,71.26,Month-to-Month,,712.6,No,Yes
734,42,Female,8,72.8,Month-to-Month,,3641.54,Yes,Yes
855,42,Male,34,41.34,Month-to-Month,Fiber Optic,3425.7,No,Yes
47,40,Female,1,86.92,Two-Year,DSL,86.92,Yes,Yes
992,24,Male,32,81.93,Month-to-Month,Fiber Optic,2621.76,Yes,Yes
877,39,Male,3,69.97,Month-to-Month,DSL,209.91,Yes,Yes
774,54,Male,22,106.22,Month-to-Month,DSL,2336.84,Yes,Yes
59,50,Female,2,49.34,Two-Year,Fiber Optic,1048.32,No,Yes
